game_id,player_id,event_id,result,x,y,PTS_TYPE,SHOT_DIST,CLOSE_DEF_DIST
21500002,202703,2,2,61.77936,14.67009,6.09508894119,28.9278762894,3
21500002,2590,7,1,14.62212,44.43504,7.51713876537,21.5985445134,2
21500002,2544,11,1,14.17728,41.93027,2.48093854454,19.1631312283,2
21500002,203521,524,2,88.16722,23.0728,0.591951784016,2.02842558858,2
21500002,2544,16,2,26.02455,20.55539,5.86582044605,21.2935774532,2
21500002,201565,18,1,78.46047,20.38961,4.21396727008,11.3208469901,2
21500002,2544,19,2,13.02105,31.80069,4.27097516009,10.3642755453,2
21500002,202389,20,1,5.38607,26.74439,3.25309487304,1.75428575694,2
21500002,201565,22,2,81.78238,19.29229,2.13160105029,9.04571411822,2
21500002,202389,29,2,5.60331,27.9158,2.13536943801,2.9435605304,2
21500002,201567,542,2,88.49525,21.03874,3.47517750298,3.97296530945,2
21500002,2544,35,1,3.77518,29.54612,2.84684837029,4.76417034611,2
21500002,202710,548,1,5.74701,44.63173,7.40014939817,19.639349346,2
21500002,201567,552,1,75.79407,2.97394,4.88421247011,25.5793184876,3
21500002,2590,43,2,24.13159,8.83338,6.20137153683,24.8950738531,3
21500002,2747,49,2,29.84428,32.53452,3.42555126945,25.770322628,3
21500002,202703,53,1,64.58056,44.03224,8.01509699488,30.8027179536,3
21500002,201567,63,2,21.94231,42.53133,9.54114635968,24.2415444167,3
21500002,202734,65,2,69.95376,3.36949,7.33377930539,28.689017498,3
21500002,2590,67,2,8.63753,45.87877,9.69089636395,21.1598593855,2
21500002,202684,73,2,25.13751,24.20895,10.5738979606,19.9531968642,2
21500002,201166,84,2,84.76878,11.23082,3.95114344209,14.3471618295,2
21500002,202684,86,2,14.58529,31.98735,3.71413355091,11.7007148673,2
21500002,2544,96,2,28.60738,39.80206,5.5366161252,27.6948807311,3
21500002,201567,101,2,6.61196,23.68779,0.0866762678015,1.9275700054,2
21500002,201565,125,2,70.12188,13.03537,4.51706353858,22.18162613,2
21500002,203099,137,2,4.93315,16.55526,7.41410880401,8.44895511824,2
21500002,202710,143,1,89.96402,7.93071,1.74501761152,17.1089334461,2
21500002,202684,144,2,7.28402,41.22139,3.99109558844,16.3547128649,2
21500002,203099,149,2,23.10015,40.7664,7.14238891377,23.8536106068,3
21500002,203503,155,1,68.18101,5.23165,5.13644992208,28.5644956256,3
21500002,201565,166,2,85.83786,20.60863,1.978593475,5.29701839307,2
21500002,2544,168,2,6.0873,27.30851,2.51505584371,2.47315986343,2
21500002,201565,170,2,82.44295,22.0766,3.54993092543,6.99702452922,2
21500002,201567,178,2,6.68031,20.0865,6.66929415183,5.13164690388,2
21500002,201166,201,1,53.47493,35.90836,9.42163409254,36.9709735927,3
21500002,2544,205,1,14.64679,19.97549,2.57818387665,10.6998851416,2
21500002,2747,221,2,16.71457,30.13465,2.48306757612,12.6075355604,2
21500002,2747,230,2,25.11051,32.15348,4.58284275499,21.1565754452,2
21500002,2590,232,1,4.83903,2.5898,9.30091990303,22.4131069551,3
21500002,201565,233,1,88.44965,21.66807,6.46671170773,3.35029888926,2
21500002,2590,248,2,13.27866,41.62455,2.91112902421,18.4835172545,2
21500002,2210,251,1,5.34339,22.75373,4.84085745435,2.25084197691,2
21500002,201565,261,2,82.15065,22.9816,0.0,6.94894193259,2
21500002,203926,264,1,78.4673,3.44836,7.04253282083,23.9005831724,3
21500002,203521,278,1,7.2252,46.92359,5.23696732749,22.016930611,2
21500002,203926,279,1,73.09725,4.52659,8.09533200886,25.8018773462,3
21500002,2210,280,2,22.62173,9.34219,3.08624256221,23.4239981683,2
21500002,2544,284,2,23.67546,44.37363,4.57519027789,26.7708827196,3
21500002,2544,288,1,44.39861,40.51471,2.06004712995,42.1572918048,3
21500002,203503,298,1,14.52084,22.14423,2.21000320355,9.74851171197,2
21500002,2544,299,1,81.06512,16.25994,2.34357304358,11.6712046258,2
21500002,201567,301,1,69.62988,37.15687,7.21115634629,22.6998455724,2
21500002,201565,302,1,6.39752,32.89954,1.56740910199,7.98979263573,2
21500002,201565,311,2,23.13433,46.28143,7.71067141443,27.8305489596,3
21500002,2747,313,2,64.0351,15.77422,5.02093159244,26.4275479116,3
21500002,2200,332,2,18.97441,26.99711,2.42322897247,13.9184345097,2
21500002,201565,341,1,16.37142,14.12057,4.60173526244,15.5936724969,2
21500002,201565,523,1,8.98403,34.90101,1.72062876606,10.5994755559,2
21500002,202710,353,2,19.42016,3.4216,4.43912640852,25.8426062344,3
21500002,203521,358,2,63.42349,24.6031,7.98746346999,25.3796136572,3
21500002,201166,360,1,3.40979,14.51815,2.4298531406,10.6336273805,2
21500002,203521,366,1,51.01468,9.17865,6.75362597203,40.9639539513,3
21500002,201166,371,2,30.00864,25.76148,4.15078213021,24.8203237376,3
21500002,202734,379,1,14.0837,20.98143,2.02633572848,9.75033489347,2
21500002,202734,384,1,29.31598,11.08647,5.8846638381,27.8418176206,3
21500002,2210,391,1,67.42383,34.16295,5.45365637232,23.2572633079,2
21500002,201166,392,2,13.01417,14.95489,4.93172707693,12.726566218,2
21500002,201166,398,2,8.76698,41.9021,5.57448436382,17.274383657,2
21500002,2590,400,1,72.93753,15.04947,4.20416206824,18.7251435717,2
21500002,202734,401,2,24.51952,47.74717,2.49777679147,29.844222155,3
21500002,202734,416,2,9.2115,5.72141,1.52217846211,19.6915251984,2
21500002,2590,418,1,65.15898,35.32493,7.85654626459,25.7973255619,3
21500002,201166,419,2,11.61373,47.653,12.786284435,23.5434564479,3
21500002,2590,421,2,70.82008,5.15788,3.94384127806,26.7766175851,3
21500002,202734,427,1,26.60194,12.12966,4.81483397001,24.9737599788,3
21500002,201959,443,1,21.64562,18.11506,7.09506031662,17.8286515471,2
21500002,2544,450,1,67.73238,5.02278,5.07532362604,29.0333244978,3
21500002,2544,453,1,59.8529,38.12313,4.77235139934,31.7828749393,3
21500002,2544,457,2,52.20764,17.60178,6.4500893189,37.3327533078,3
21500002,202710,472,1,16.56518,41.95489,3.73063222602,20.4116538121,2
21500002,2590,473,1,77.98938,41.15301,6.08357738521,19.436801096,2
21500002,201565,476,1,14.87918,37.40942,6.18475394054,15.7378597722,2
21500002,2544,482,1,83.10887,27.94342,2.44620285165,6.40723668779,2
21500002,202703,483,1,18.25806,45.57764,3.84266606909,24.3711345434,3
21500002,201567,488,2,89.58012,23.90763,3.8094236475,1.34233357676,2
